,사용자발화,엔진결과_module,엔진결과_intent_id,엔진결과_intent_title,엔진결과_confidence
982,핸드폰은 안된다는 말씀이고 차량 블박은 된다는 말씀인가요?,DialogAdapter,IT1610006585591001,블랙박스 신고 가능여부 문의,0.944911182523068
983,신호위반 차량은 핸드폰 동영상으로 촬영후 안전신문고에 올리면 검토후 처리해주시나요? 새벽출근길 신호위반 차량이 많습니다.,DOUB API,IT1607320239691001,교통위반 신고 안내,1.0
984,악취,DialogAdapter,IT1607320217567001,대기·수질오염 신고 안내,1.0
985,악취신고,DialogAdapter,IT1607320217567001,대기·수질오염 신고 안내,0.9999999999999998
986,안녕,DialogAdapter,IT-0018,환영인사,1.0
987,네,DialogAdapter,IT1632897711145001,네,1.0
988,Spp 2106-2409473,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
989,spp2106-2409473 처리궁금햅니다,DialogAdapter,IT-REPORTNUM,신고번호 메시지,1.0
990,오늘 확진자,DialogAdapter,IT-0224,코로나 발생동향,0.7071067811865475
991,역주행 벌금 알고싶어요?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
992,만나서 반가워요,DialogAdapter,IT-0018,환영인사,0.92
993,코로나 선제검사,DialogAdapter,IT1604366509372001,코로나19 선별진료소 문의,0.816496580927726
994,알림톡,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
995,신문고 답변,DialogAdapter,IT-0153,신고 처리 관련 문의,1.0
996,답변은 알림톡으로,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
997,이의제기,DialogAdapter,IT1610415079894001,이의제기 문의,0.7071067811865475
998,네,DialogAdapter,IT1632897711145001,네,1.0
999,전혀 진척이 없습니다,DialogAdapter,IT-0152,신고 내역 조회,1.0
1000,이해했어요,DialogAdapter,IT1632897711145001,네,0.7071067811865475
1001,아파트생활 안전규칙,DialogAdapter,IT-0084,생활안전 국민안전행동요령,0.7071067811865475
1002,수원시장 선거는 언제입니까?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1003,공원에서 마스크 미 작용자를 신고하는방법을 알고싶습니다,DOUB API,IT1607320061875001,도로·시설물 파손 및 고장 신고 안내,1.0
1004,반갑습니다,DialogAdapter,IT-0018,환영인사,0.9999999999999998
1005,챗봇실험,DialogAdapter,IT-0018,환영인사,0.816496580927726
1006,반갑습니다,DialogAdapter,IT-0018,환영인사,0.9999999999999998
1007,공원 내 마스크 미 착용자 신고는 어떻게 하나요?,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7071067811865477
1008,빨리대답하시네요,DailyDialogAdapter,IT1603712975127001,똑똑하다,1.0000000000000002
1009,안전신고는 어떻게해야할까요,DialogAdapter,IT-0020,신고 안내,0.7071067811865475
1010,반갑습니다,DialogAdapter,IT-0018,환영인사,0.9999999999999998
1011,네,DialogAdapter,IT1632897711145001,네,1.0
1012,우리집앞 도로가 많이 파손되어있어,DialogAdapter,IT1607320061875001,도로·시설물 파손 및 고장 신고 안내,1.0
1013,이따 냉장고에서 스팸좀 가져와,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1014,배고파,DailyDialogAdapter,IT1603680693244001,배고픔,1.0
1015,불법주차차량은 어떻게 하나요?,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.8660254037844388
1016,이제 그만,DialogAdapter,IT-0019,종료인사,0.9999999999999998
1017,너가 있어 행복해~,DailyDialogAdapter,IT1603760704604001,행복하니,0.75
1018,네,DialogAdapter,IT1632897711145001,네,1.0
1019,네,DialogAdapter,IT1632897711145001,네,1.0
1020,땡큐~,DailyDialogAdapter,IT1603712928903001,고마워,1.0
1021,안녕~,DialogAdapter,IT-0018,환영인사,1.0
1022,태풍이 언제와,DOUB API,IT-0036,태풍 호우 국민안전행동요령,1.0
1023,태풍이 오니,DialogAdapter,IT-0036,태풍 호우 국민안전행동요령,1.0
1024,오늘 날씨어때,DailyDialogAdapter,IT1618298298301001,날씨,1.0000000000000002
1025,네,DialogAdapter,IT1632897711145001,네,1.0
1026,일상대화 가능해?,DailyDialogAdapter,IT1603680684970001,대화,1.0
1027,안신봇이해했습니다.,DialogAdapter,IT1632897711145001,네,0.7071067811865475
1028,광주 코로나 단계는?,DialogAdapter,IT-0225,코로나 뉴스 안내,0.816496580927726
1029,이번주 비 오는 날은?,DailyDialogAdapter,IT1618298298301001,날씨,0.9999999999999999
1030,오늘 날씨 어때?,DailyDialogAdapter,IT1618298298301001,날씨,1.0000000000000002
1031,고맙습니다,DailyDialogAdapter,IT1603712928903001,고마워,0.9999999999999998
1032,9/30  7시경 원주에서 충주기는 국도 트럭두대가 줄서가기로 난폭운전 및 과속  덮개를 안닫아  돌가루 등으로 추정되는 것을 뒷차에게 날려 차량손상 및 불편초래,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1033,배달대행이 급증하면서 배달오토바이가 많이 늘어났는데 번호판없는 배달오토바이가 한업소당70% 차지하는데  번호판없는 오토바이를 사진찍어 간단히 신고할수있는 방법은 없을 까요?,DOUB API,IT1607321117030001,기타 불법주정차 신고 안내,1.0
1034,답변 내용이 정말 형편없네요!!! 경찰같지도 않은 양아치 같은 인간이 거짓말을 어마어마하게 하네요!! 거짓 진술에 대한 부분까지 추가 징계 하세요!!!!  국민 세금 빨아먹는 그 따위 경찰 같지도 양아치 처벌 하세요!!!,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1035,주차분쟁,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.7071067811865475
1036,자가안전점검,DialogAdapter,IT-0211,자가 안전점검 조회,0.8660254037844388
1037,포상금 받는방법,DialogAdapter,IT1610011710928001,마일리지 및 포상제도 문의,0.7071067811865475
1038,확인했어요♡,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1039,교통법규위반차량을 블랙박스에 있는 영상을 휴대폰으로 녹화해서 신고해도되나요?,DOUB API,IT1631089353992001,불법 주정차 신고 동영상 첨부 불가능,1.0
1040,마일리지는  어떻게 사용하나요?,DialogAdapter,IT1633660356212001,타채널 이용 문의,0.7071067811865475
1041,마일리지는 언제 어떻게 사용이 가능한가요?,DialogAdapter,IT-0200,나의 마일리지 확인,0.6666666666666669
1042,아직 실제 현장가보니 아직 조치가 되지않은상태 입니다,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1043,기존 민원제기한것이 답변은 잘받았는데,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1044,도움되겠습니다,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1045,네,DialogAdapter,IT1632897711145001,네,1.0
1046,편리하고 빠르게 이용하기,DialogAdapter,IT-0179,도움말 요청,1.0
1047,넵,DialogAdapter,IT1632897711145001,네,1.0
1048,우리집은 안전한가요,DialogAdapter,IT-0073,우리 집만 정전 시,0.7071067811865475
1049,남자야?여자야?,DailyDialogAdapter,IT1603681305809001,성별,1.0000000000000002
1050,몇살이야,DailyDialogAdapter,IT1603680962581001,나이,1.0000000000000002
1051,술은 마시나,DailyDialogAdapter,IT1603695844415001,술 먹고 싶음,0.816496580927726
1052,밥은 먹고 다니냐?,DailyDialogAdapter,IT1603705128657001,밥,1.0000000000000002
1053,미세먼지 정보,DialogAdapter,IT-0046,황사 고농도 미세먼지 국민안전행동요령,0.7071067811865475
1054,미세정보,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1055,내일 날씨,DailyDialogAdapter,IT1618298298301001,날씨,0.816496580927726
1056,내 신고 상황은,DialogAdapter,IT-0153,신고 처리 관련 문의,0.816496580927726
1057,나의 민원처리 현황은?,DialogAdapter,IT-0176,전체 신고처리현황 보기,1.0000000000000002
1058,내 신고건수는 몇건이지?,DialogAdapter,IT-0198,안전신고통계 보기,0.816496580927726
1059,진드기에 물리지 않을려면 어떻게 할까요?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1060,진드기 퇴치법 부탁합니다,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1061,도움을 주셔서 감사합니다,DailyDialogAdapter,IT1603712928903001,고마워,0.9999999999999999
1062,부산은 코로나19 거리두기 몇 단계입니까?,DialogAdapter,IT-0225,코로나 뉴스 안내,0.9128709291752769
1063,첨이라 어렵네요,DialogAdapter,IT-0179,도움말 요청,1.0
1064,거리두기 신고,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",1.0000000000000002
1065,회식 신고,DialogAdapter,IT-0020,신고 안내,0.7071067811865475
1066,버스정류장 등이 꺼져이ㅛ어요,DialogAdapter,IT1607320061875001,도로·시설물 파손 및 고장 신고 안내,0.816496580927726
1067,버스정류잘 불이 나갔어요,DOUB API,IT-0059,화재 국민안전행동요령,1.0
1068,네,DialogAdapter,IT1632897711145001,네,1.0
1069,위험종합신고,DialogAdapter,IT1607320479310001,기타 생활불편 신고 안내,0.6666666666666669
1070,완강기 설치,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1071,완강기 설치는 누가해?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1072,화재 경보기가 없다면?,DOUB API,IT-0060,화재 경보가 울릴때,1.0
1073,타는 냄새가 날때 어떻게해?,DialogAdapter,IT-0135,가스 누출 시,0.8660254037844388
1074,신고자의 보호는 어떻게 해?,DialogAdapter,IT1610012062520001,익명보장 확인,0.9999999999999998
1075,안녕,DialogAdapter,IT-0018,환영인사,1.0
1076,오피스,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1077,날씨가 왜이러니,DOUB API,IT1631086105335001,불법 주정차 신고 사진 1분 간격,1.0
1078,오늘 날씨가 별로다,DailyDialogAdapter,IT1603692345822001,날씨 별로,0.75
1079,오늘 날씨가 왜이러니?,DOUB API,IT1631086105335001,불법 주정차 신고 사진 1분 간격,1.0
1080,사진이첨부가안되요,DialogAdapter,IT1610011153358001,신고 사진 선택 불가 문의,0.9999999999999998
1081,불법주정차 신고는 어떻게해?,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.92
1082,장애인불법주정차신고하려고요,DialogAdapter,IT1607321112433001,장애인 전용구역 불법주정차 신고 안내,0.8944271909999159
1083,백신접종 효과가 있어?,DialogAdapter,IT-0242,코로나19 치료법 문의,0.816496580927726
1084,안녕,DialogAdapter,IT-0018,환영인사,1.0
1085,안녕,DialogAdapter,IT-0018,환영인사,1.0
1086,안녕 안신봇,DialogAdapter,IT-0018,환영인사,0.7071067811865475
1087,주차신고,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,1.0
1088,반응하라,DailyDialogAdapter,IT1603702599256001,대답,0.9999999999999998
1089,답답,DialogAdapter,IT1620799745019001,응답 불만족,0.7071067811865475
1090,119로 연결해죠,DialogAdapter,IT1620290343011001,긴급 신고,1.0
1091,이부분에서 좀 부족함이 보이는구나,DailyDialogAdapter,IT1603760057589001,멍청하다,1.0000000000000002
1092,공부해,DailyDialogAdapter,IT1603680883472001,공부,0.9999999999999998
1093,모르는게 많구나,DialogAdapter,IT1620799745019001,응답 불만족,0.7745966692414834
1094,신고가 제일이냐,DialogAdapter,IT-0020,신고 안내,1.0
1095,나 말고 너 피곤하냐고,DailyDialogAdapter,IT1603680684970001,대화,0.7745966692414834
1096,너 피곤하지,DailyDialogAdapter,IT1603695846364001,피곤함,0.816496580927726
1097,피곤하지,DailyDialogAdapter,IT1603695846364001,피곤함,0.9999999999999998
1098,가변차선에 불법 주정차로 인하여 차량진입이 어려워서. 신고를 몇번 하였는데.. 5분이상 불법주차를 증명 하라고 회신이 왔는데..ㅠㅠ 불법주차 현장에 서서 5분전 사진과 5분후 사진을 제출해야 되나요??  가변차선에 불법주차를 하면 교통이 거의마비 됩니다. 초보운전자는 더 힘들어하구요?,DOUB API,IT1607320483954001,불법주정차 신고 유형 안내,1.0
1099,너는 월급없니,DailyDialogAdapter,IT1603697415169001,월급,1.0000000000000002
1100,안신봇아,DialogAdapter,IT-0018,환영인사,1.0
1101,안받니,DialogAdapter,IT-0018,환영인사,0.7071067811865475
1102,월급 받니,DailyDialogAdapter,IT1603697415169001,월급,0.9999999999999998
1103,날씨,DialogAdapter,IT-0166,이번 달 기상전망,0.7071067811865475
1104,밥 먹었니,DailyDialogAdapter,IT1603705128657001,밥,0.9999999999999998
1105,Hi~,DialogAdapter,IT-0018,환영인사,1.0
1106,네,DialogAdapter,IT1632897711145001,네,1.0
1107,전봇대파손,DialogAdapter,IT1607320061875001,도로·시설물 파손 및 고장 신고 안내,0.9999999999999998
1108,지금까지 신고건수는,DialogAdapter,IT-0198,안전신고통계 보기,0.816496580927726
1109,내 마일리지는?,DialogAdapter,IT-0200,나의 마일리지 확인,1.0
1110,네,DialogAdapter,IT1632897711145001,네,1.0
1111,좋은 정보입니다,DailyDialogAdapter,IT1603712975127001,똑똑하다,1.0000000000000002
1112,안전신문고 홍보는 어떻게 하니,DialogAdapter,IT1624933997476001,앱 웹 실행,0.7071067811865475
1113,시스템 접속자 수는,DailyDialogAdapter,IT1603710585129001,누구랑있어,1.0000000000000002
1114,인도위 상가앞 주차 불법주차 신고,DialogAdapter,IT1607321117030001,기타 불법주정차 신고 안내,0.7905694150420948
1115,안전신문고를 모르는 사람이 더 많잖아?,DialogAdapter,IT1620290343011001,긴급 신고,0.7071067811865475
1116,지금 몇명 접속했어,DailyDialogAdapter,IT1603710585129001,누구랑있어,0.9999999999999999
1117,네 알겠습니다,DialogAdapter,IT1632897711145001,네,1.0
1118,메모리가 얼마,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1119,지진대피요령,DialogAdapter,IT-0042,지진 국민안전행동요령,1.0
1120,근처 대피소,DialogAdapter,IT-0137,비상대비 국민안전행동요령,0.816496580927726
1121,안녕하세요?,DialogAdapter,IT-0018,환영인사,1.0
1122,지진대피소,DOUB API,IT-0042,지진 국민안전행동요령,1.0
1123,안전뉴스,DialogAdapter,IT-0216,안전 뉴스 보기,1.0
1124,신고할내용가르처주세요,DialogAdapter,IT-0020,신고 안내,0.91
1125,소방구역 주자,DialogAdapter,IT1607320487634001,소화전 불법주정차 신고 안내,0.6666666666666669
1126,신고할내용이아직없내요,DialogAdapter,IT1632897711145001,네,1.0
1127,동영상 촬영도 가능해?,DialogAdapter,IT-0192,신고 촬영 방법 안내,0.816496580927726
1128,네.이해했어요.,DialogAdapter,IT1632897711145001,네,0.9999999999999998
1129,동영상 촬영도 1분이야?,DialogAdapter,IT-0192,신고 촬영 방법 안내,0.816496580927726
1130,자주하는 질문,DialogAdapter,IT1610012191677001,자주하는질문,1.0
1131,소화기 구입은 어디서해?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1132,우와 안신봇 초ㅣ고!!,DailyDialogAdapter,IT1603712975127001,똑똑하다,0.9999999999999999
1133,주차장에 비가 새고 있어,DOUB API,IT1607320483954001,불법주정차 신고 유형 안내,1.0
1134,지하실에 물이 차고 있어,DialogAdapter,IT1620715040970001,비긴급 신고,1.0
1135,안신봇 자세한 설명 감사합니다,DailyDialogAdapter,IT1603712928903001,고마워,1.0000000000000002
1136,안녕하세요?,DialogAdapter,IT-0018,환영인사,1.0
1137,오토바이 번호판 가림 신고방법,DialogAdapter,IT1607320466288001,자전거·이륜차 방치 및 불편 신고 안내,0.7745966692414834
1138,코로나관련 소식 알려줘,DialogAdapter,IT-0029,코로나19,0.6666666666666669
1139,똑똑한 녀석,DailyDialogAdapter,IT1603712975127001,똑똑하다,1.0000000000000002
1140,보고싶었다,DialogAdapter,IT1610010689960001,돋보기 기능 해제,0.7071067811865475
1141,오늘 코로나확진자는 몇명?,DialogAdapter,IT-0224,코로나 발생동향,1.0000000000000002
1142,내일 또 만나자,DailyDialogAdapter,IT1603704962542001,다음약속,0.816496580927726
1143,내일뭐하니,DailyDialogAdapter,IT1603709130705001,내일뭐해,1.0000000000000002
1144,또보까?,DailyDialogAdapter,IT1603704962542001,다음약속,0.9999999999999998
1145,인사부터 하고,DialogAdapter,IT-0018,환영인사,1.0
1146,안녕,DialogAdapter,IT-0018,환영인사,1.0
1147,초면이지,DialogAdapter,IT-0018,환영인사,1.0
1148,열심히 공부했구나?,DailyDialogAdapter,IT1603712975127001,똑똑하다,1.0000000000000002
1149,안녕,DialogAdapter,IT-0018,환영인사,1.0
1150,방가,DialogAdapter,IT-0018,환영인사,1.0
1151,똑똑하구나,DailyDialogAdapter,IT1603712975127001,똑똑하다,0.9999999999999998
1152,하이,DialogAdapter,IT-0018,환영인사,1.0
1153,다음에 보자,DialogAdapter,IT-0019,종료인사,1.0
